Origin,Destination,Distance (km),Travel Time (hours),Bus Number,Departure Time,Intermediate Stops
Wolverhampton,Glasgow,391,2.8,MOE930,22:02,"Edinburgh, Wolverhampton, Peterborough, Newport, Birmingham"
Wolverhampton,Edinburgh,343,0.8,AFH575,22:30,"Plymouth, Bedford, Woking, Coventry, Middlesbrough"
Wolverhampton,Cardiff,57,5.6,ZVB346,13:38,"Luton, Bristol, Inverness"
Wolverhampton,Belfast,470,3.3,AHS968,02:13,"York, Manchester"
Wolverhampton,Newcastle,338,2.8,HTR934,01:03,"Oxford, Basildon"
Wolverhampton,Southampton,55,6.0,ULO257,11:23,
Wolverhampton,Portsmouth,388,1.7,IVB215,14:28,"Norwich, Wolverhampton, Swansea, Cambridge, Cardiff"
Wolverhampton,Nottingham,426,3.9,HYL154,05:24,
Wolverhampton,Brighton,204,1.0,WUY499,09:56,"Southampton, Plymouth, Brighton, Woking, Reading"
Wolverhampton,Leicester,194,4.2,UHG992,14:57,"Bedford, Rotherham, Stoke-on-Trent"
Wolverhampton,Oxford,109,3.1,MVP887,17:36,"Inverness, Bournemouth, Cardiff"
Wolverhampton,Cambridge,181,5.5,UKN971,18:36,
Wolverhampton,York,338,4.5,PRW716,23:41,"Bournemouth, Peterborough, Aberdeen, Birmingham, Inverness"
Wolverhampton,Aberdeen,87,4.8,JVN927,03:10,"Woking, Liverpool"
Wolverhampton,Dundee,474,4.3,XII194,11:46,Bedford
Wolverhampton,Inverness,89,2.5,QHX631,06:46,"Peterborough, Manchester"
Wolverhampton,Exeter,276,4.6,IIF261,01:27,
Wolverhampton,Plymouth,410,1.0,KJB539,23:39,"Belfast, Sheffield, Aberdeen, Cardiff"
Wolverhampton,Swansea,245,4.1,KPD264,17:55,"Peterborough, Oxford"
Wolverhampton,Newport,173,1.5,BOW204,07:21,"Luton, Huddersfield, Brighton, Reading"
Wolverhampton,Coventry,97,0.7,ARJ709,09:10,Brighton
Wolverhampton,Stoke-on-Trent,443,4.7,VJJ209,06:30,"Basildon, Coventry, Manchester, Huddersfield, Exeter"
Wolverhampton,Derby,325,2.5,NZK648,00:39,"London, Reading, Brighton, Leeds"
Wolverhampton,Norwich,324,0.7,QHI192,06:36,Warrington
Wolverhampton,Blackpool,220,1.6,UPQ474,00:39,"Inverness, Cambridge"
Wolverhampton,Middlesbrough,78,5.0,MMH370,16:20,"Portsmouth, Bedford, Slough, Exeter, Glasgow"
Wolverhampton,Bournemouth,479,1.5,FSM242,05:42,"Blackpool, Stoke-on-Trent, Exeter, Oxford, Norwich"
Wolverhampton,Luton,108,3.8,YPA507,07:21,"Newport, Glasgow, Basildon, Colchester, Reading"
Wolverhampton,Reading,267,0.6,ENG249,09:44,"Colchester, Oxford"
Wolverhampton,Warrington,320,2.7,OZG702,02:28,
Wolverhampton,Peterborough,246,1.5,PXS789,11:25,"Warrington, Southampton, Reading, Colchester, Liverpool"
Wolverhampton,Huddersfield,80,4.7,EZX856,18:56,"Woking, Birmingham, Luton, Colchester, Oxford"
Wolverhampton,Slough,424,4.1,TRW920,12:40,
Wolverhampton,Basildon,127,4.4,NRD907,00:37,"Nottingham, Liverpool, Wolverhampton"
Wolverhampton,Chelmsford,431,2.4,TQK576,09:06,"Reading, Coventry, Leicester, Slough"
Wolverhampton,Colchester,240,3.5,MCU140,22:55,Portsmouth
Wolverhampton,Derry,144,2.5,EJG843,04:05,Glasgow
Wolverhampton,Woking,231,4.2,OVO606,01:22,Warrington
Wolverhampton,Rotherham,257,0.7,ZGA571,00:13,"Rotherham, Plymouth, Inverness, Dundee"
Wolverhampton,Bedford,288,4.5,YCG669,20:04,Coventry
Derby,London,288,4.9,RBF795,08:13,"Norwich, Wolverhampton, Chelmsford, Sheffield"
Derby,Manchester,237,3.9,WPY158,06:43,"Luton, Colchester, York"
Derby,Birmingham,307,2.9,OEJ391,11:53,"Bedford, Cardiff, Derby, London, Slough"
Derby,Liverpool,380,4.2,ARP917,06:34,"Plymouth, London, Newcastle, Brighton, Nottingham"
Derby,Leeds,333,2.3,EGF239,21:24,"Brighton, Manchester, Leicester, Birmingham, Blackpool"
Derby,Sheffield,190,3.4,OEC720,14:41,York
Derby,Bristol,356,4.1,QEZ810,01:55,"Newcastle, Dundee, Reading, Leicester"
Derby,Glasgow,368,2.1,RVQ625,18:05,"Portsmouth, Cambridge, Edinburgh, Inverness"
Derby,Edinburgh,473,1.0,UUE194,02:20,"Colchester, Aberdeen, Huddersfield, Wolverhampton"
Derby,Cardiff,54,1.9,HOL934,05:51,
Derby,Belfast,316,3.9,AJT861,12:03,"Reading, Nottingham, York"
Derby,Newcastle,391,0.7,GTC628,06:50,
Derby,Southampton,126,4.0,ACA236,12:54,Slough
Derby,Portsmouth,365,5.5,BBH472,13:00,"Colchester, Birmingham, Derby, Reading, Portsmouth"
Derby,Nottingham,186,1.2,YPD201,17:10,
Derby,Brighton,94,5.9,DDQ679,09:37,"Aberdeen, Oxford"
Derby,Leicester,396,4.1,YUE451,01:25,"Derry, Newport"
Derby,Oxford,189,1.1,IJD806,20:43,"Slough, Cambridge, Inverness, Bedford, Bournemouth"
Derby,Cambridge,311,2.0,RYX446,05:55,"Leicester, Belfast, Cardiff, Huddersfield"
Derby,York,458,0.7,RMF673,09:38,"Bristol, Wolverhampton, Newcastle, Glasgow, Swansea"
Derby,Aberdeen,438,3.8,XYC683,14:07,"Coventry, Bournemouth, Woking, York"
Derby,Dundee,264,0.7,BKU415,02:45,"Newport, Luton"
Derby,Inverness,225,0.8,JHO445,13:16,
Derby,Exeter,99,4.1,ECP687,13:52,"Glasgow, Aberdeen"
Derby,Plymouth,97,4.0,DSX528,12:42,"Norwich, Blackpool, Inverness, Sheffield, Colchester"
Derby,Swansea,126,5.6,FKW993,13:01,"York, Derby, Nottingham, Leeds, Woking"
Derby,Newport,156,5.3,JIH962,04:01,"Coventry, Woking"
Derby,Coventry,151,2.0,LNN792,14:57,"Birmingham, Belfast"
Derby,Stoke-on-Trent,136,4.4,NSM141,23:43,Middlesbrough
Derby,Wolverhampton,335,3.1,FTI762,09:35,"Norwich, Blackpool, Bedford, Inverness, Southampton"
Derby,Norwich,490,2.9,GAI774,02:55,
Derby,Blackpool,243,1.6,RTQ747,04:12,"York, Woking"
Derby,Middlesbrough,248,5.8,ZCY402,03:46,"Derby, Chelmsford, Belfast"
Derby,Bournemouth,403,3.0,FOG501,04:36,"Leeds, Glasgow, Edinburgh, Nottingham, Derby"
Derby,Luton,256,0.7,KHH523,21:42,"Huddersfield, Plymouth, Exeter, Nottingham, Southampton"
Derby,Reading,200,2.6,NZD116,23:56,
Derby,Warrington,432,0.8,OJK814,17:06,Derry
Derby,Peterborough,120,4.8,INF951,04:47,"Sheffield, Slough, Rotherham, Portsmouth"
Derby,Huddersfield,259,0.9,SHI962,04:59,"Bedford, Colchester"
Derby,Slough,400,1.1,LAD252,19:58,
Derby,Basildon,401,1.6,IFZ896,19:41,"Luton, Peterborough, Chelmsford, Derry, Colchester"
Derby,Chelmsford,104,0.7,SRX890,13:30,
Derby,Colchester,243,5.0,SXZ460,18:58,
Derby,Derry,271,1.1,TCK855,14:36,"Swansea, Nottingham, Slough, Cambridge, York"
Derby,Woking,500,4.3,QJP942,02:02,
Derby,Rotherham,425,6.0,OST851,17:50,"Wolverhampton, Portsmouth"
Derby,Bedford,342,3.9,CJT222,12:51,"Leeds, Exeter, Colchester, Edinburgh"
Norwich,London,479,5.0,AIG607,15:01,"Peterborough, Norwich, London, Oxford"
Norwich,Manchester,402,4.3,DTK652,17:53,"Newport, Bedford, Middlesbrough, Southampton, Exeter"
Norwich,Birmingham,321,5.4,REJ596,09:19,"Oxford, Plymouth"
Norwich,Liverpool,499,4.9,IDO487,02:19,"Blackpool, Manchester, Birmingham"
Norwich,Leeds,384,5.9,III891,02:36,Chelmsford
Norwich,Sheffield,436,5.2,CQH993,22:49,Bedford
Norwich,Bristol,55,2.6,ZVZ137,21:25,
Norwich,Glasgow,369,5.5,TCR173,23:02,"Reading, Peterborough, Basildon"
Norwich,Edinburgh,330,5.5,JNR437,23:15,Wolverhampton
Norwich,Cardiff,68,2.2,IFC722,05:51,
Norwich,Belfast,355,2.9,TOG864,14:00,"Southampton, Leicester"
Norwich,Newcastle,261,4.6,TDX153,09:19,
Norwich,Southampton,270,3.7,LMM908,15:00,"Woking, Nottingham, Cardiff"
Norwich,Portsmouth,244,3.7,TXG702,10:29,
Norwich,Nottingham,468,0.5,WPA650,08:51,Bournemouth
Norwich,Brighton,312,4.9,JWS207,08:44,"Warrington, Liverpool, Aberdeen, Bedford"
Norwich,Leicester,478,2.0,FQV381,17:32,
Norwich,Oxford,232,3.6,XXN578,21:08,Newcastle
Norwich,Cambridge,82,1.0,ALO406,22:00,Newport
Norwich,York,68,4.3,KJK111,17:24,"Exeter, Bristol"
Norwich,Aberdeen,373,2.1,VFF539,11:58,"Inverness, Plymouth, Newport, Stoke-on-Trent"
Norwich,Dundee,288,4.8,XQK829,20:05,"Leeds, Oxford, Rotherham, Middlesbrough"
Norwich,Inverness,93,1.6,DXD731,11:54,Exeter
Norwich,Exeter,411,5.5,EAN198,19:27,"Huddersfield, Wolverhampton, Brighton, Peterborough"
Norwich,Plymouth,185,0.6,WDM334,15:53,"Basildon, Leicester, Leeds, Derry"
Norwich,Swansea,251,3.9,FKH121,01:37,Birmingham
Norwich,Newport,189,2.6,TKZ909,03:13,"Rotherham, Leeds, Exeter"
Norwich,Coventry,254,5.2,ODI463,21:04,"Derby, Colchester, Manchester, Newport, Swansea"
Norwich,Stoke-on-Trent,347,2.6,HXX632,15:15,
Norwich,Wolverhampton,76,3.5,UBT751,13:43,"Swansea, Belfast, Derby"
Norwich,Derby,407,5.1,AKW777,14:19,
Norwich,Blackpool,427,0.6,QEP830,23:42,"Rotherham, Cardiff, Portsmouth"
Norwich,Middlesbrough,449,5.5,TPW410,14:01,"Belfast, Blackpool, Cambridge, Stoke-on-Trent"
Norwich,Bournemouth,498,2.9,BRE468,01:59,"Birmingham, Belfast"
Norwich,Luton,197,5.9,BNP144,20:27,
Norwich,Reading,137,3.9,YCW152,13:12,"Peterborough, Aberdeen, Nottingham"
Norwich,Warrington,446,5.8,MHF239,23:05,"Newport, Warrington, Leicester"
Norwich,Peterborough,190,3.0,FDG858,00:56,"Newcastle, Liverpool"
Norwich,Huddersfield,236,2.4,VNJ764,16:03,"Portsmouth, Birmingham"
Norwich,Slough,245,3.9,EOZ864,07:07,Birmingham
Norwich,Basildon,454,5.9,JMH891,18:25,
Norwich,Chelmsford,480,5.1,VHX796,04:45,"Oxford, Nottingham, Derby"
Norwich,Colchester,375,3.1,TWF681,01:08,"Cambridge, Norwich, Peterborough"
Norwich,Derry,455,1.7,QWK839,17:00,"Norwich, Cambridge, Chelmsford, Middlesbrough, Newcastle"
Norwich,Woking,152,2.3,CFJ285,17:44,"Nottingham, Sheffield, Stoke-on-Trent, Cambridge"
Norwich,Rotherham,376,4.7,BOD151,21:31,Bournemouth
Norwich,Bedford,222,1.2,NLO995,23:22,
Blackpool,London,236,4.0,ABJ528,11:46,"Cambridge, Sheffield"
Blackpool,Manchester,233,3.2,RET108,13:52,"Colchester, Portsmouth, Liverpool"
Blackpool,Birmingham,217,6.0,VOL444,01:32,"Derby, Cardiff"
Blackpool,Liverpool,500,5.6,FHR341,10:39,Cambridge
Blackpool,Leeds,232,4.6,CJW551,12:31,"Coventry, Peterborough"
Blackpool,Sheffield,346,0.8,TPX821,19:42,"Stoke-on-Trent, Blackpool, Bedford, Bristol"
Blackpool,Bristol,331,5.9,PSV222,21:34,"Norwich, Leeds"
Blackpool,Glasgow,346,4.4,SMD904,01:29,
Blackpool,Edinburgh,414,4.0,XEU378,23:34,"Southampton, Coventry, Newcastle, Rotherham"
Blackpool,Cardiff,412,4.5,ZLF351,09:40,"Slough, Dundee, Aberdeen, Derry, Exeter"
Blackpool,Belfast,55,0.6,ZIG996,15:46,Oxford
Blackpool,Newcastle,86,5.7,KYM305,16:32,"Cardiff, Colchester, Inverness, Peterborough, Bedford"
Blackpool,Southampton,387,0.7,QSM259,23:08,"Belfast, York, Cardiff, Dundee, Bristol"
Blackpool,Portsmouth,293,3.3,OCN999,22:40,"Aberdeen, Leicester, Derry, Leeds"
Blackpool,Nottingham,454,4.6,YCX676,01:05,"Edinburgh, Manchester, Nottingham"
Blackpool,Brighton,140,2.0,XJH466,05:26,"Woking, Stoke-on-Trent, Swansea, Southampton"
Blackpool,Leicester,52,5.1,PQM209,05:17,"Belfast, Plymouth, London"
Blackpool,Oxford,168,6.0,GMV830,18:56,
Blackpool,Cambridge,286,4.3,OXG800,04:09,"Swansea, Coventry"
Blackpool,York,371,5.2,DCO293,10:31,"Nottingham, Colchester, Woking, Exeter, Derby"
Blackpool,Aberdeen,74,4.9,HMF352,22:31,
Blackpool,Dundee,479,5.2,AQQ674,20:56,"Basildon, Rotherham, Warrington"
Blackpool,Inverness,173,2.1,VSZ676,02:49,"Leeds, Manchester"
Blackpool,Exeter,318,5.2,GUU379,17:56,"Liverpool, Bournemouth, Norwich"
Blackpool,Plymouth,154,2.1,XPM465,07:29,"Nottingham, Newport, Aberdeen, Dundee"
Blackpool,Swansea,363,1.4,VJD958,23:11,"Inverness, Rotherham"
Blackpool,Newport,395,1.6,SWM701,01:37,"Plymouth, Birmingham"
Blackpool,Coventry,432,3.4,WRK206,21:37,"Liverpool, Rotherham, Glasgow, Exeter"
Blackpool,Stoke-on-Trent,61,0.5,EEU890,06:18,
Blackpool,Wolverhampton,451,3.5,OPN904,04:09,"Southampton, Norwich, Aberdeen, Derby, Leeds"
Blackpool,Derby,119,5.1,IWV513,02:46,"Liverpool, Basildon, Warrington, Leicester, Sheffield"
Blackpool,Norwich,259,5.9,VEI319,22:28,"Newcastle, Nottingham, Chelmsford, Huddersfield, Oxford"
Blackpool,Middlesbrough,128,3.2,KZL874,04:00,"Cardiff, Manchester, Edinburgh, Luton, Inverness"
Blackpool,Bournemouth,114,2.1,BGD158,18:40,"Norwich, Chelmsford"
Blackpool,Luton,369,3.7,HNH887,14:22,"Bristol, Dundee, London"
Blackpool,Reading,205,3.2,SWX853,05:53,Coventry
Blackpool,Warrington,81,1.7,UDG380,15:20,Aberdeen
Blackpool,Peterborough,365,5.9,JLD295,19:41,Peterborough
Blackpool,Huddersfield,117,4.1,BTL419,11:31,"Norwich, Reading, Derby, Aberdeen"
Blackpool,Slough,90,1.8,QQT462,02:33,"Slough, Aberdeen"
Blackpool,Basildon,117,3.2,AVZ252,08:24,Exeter
Blackpool,Chelmsford,172,2.5,VIL563,08:08,"Dundee, Reading, Stoke-on-Trent, Basildon, Middlesbrough"
Blackpool,Colchester,124,5.8,QAO811,22:15,"Portsmouth, Aberdeen, Brighton"
Blackpool,Derry,92,4.7,EOR722,16:24,Colchester
Blackpool,Woking,386,3.8,DGF627,05:13,"Stoke-on-Trent, Basildon, Rotherham, Manchester"
Blackpool,Rotherham,70,1.9,WSG496,02:17,"Aberdeen, Oxford"
Blackpool,Bedford,153,5.8,NAH585,13:42,"Portsmouth, Bournemouth, Huddersfield, Slough, Birmingham"
Middlesbrough,London,413,5.5,BJR356,09:51,"Slough, Leicester, Cambridge, Chelmsford"
Middlesbrough,Manchester,68,1.7,FTL848,23:21,"Bedford, Woking, Newport, Leeds"
Middlesbrough,Birmingham,467,3.9,WHY941,12:00,
Middlesbrough,Liverpool,64,2.5,SYL301,07:34,"Derby, Cardiff, Aberdeen"
Middlesbrough,Leeds,333,4.8,TJQ517,01:45,"Liverpool, Leicester, Birmingham"
Middlesbrough,Sheffield,73,4.7,RIK408,12:19,"Southampton, Glasgow, Rotherham, Manchester"
Middlesbrough,Bristol,312,5.3,JKB106,07:43,"Newport, Glasgow, Portsmouth"
Middlesbrough,Glasgow,467,0.7,NTI966,20:55,Wolverhampton
Middlesbrough,Edinburgh,468,3.0,TCQ419,18:18,"Edinburgh, Oxford, Bedford, Cardiff, Derry"
Middlesbrough,Cardiff,454,4.9,PTS968,07:59,Oxford
Middlesbrough,Belfast,337,2.1,XYX828,21:47,"Huddersfield, Cambridge, Rotherham, Brighton"
Middlesbrough,Newcastle,316,5.7,RFJ980,00:49,"Leeds, Cambridge, Stoke-on-Trent, Plymouth"
Middlesbrough,Southampton,165,2.5,OSB346,03:25,
Middlesbrough,Portsmouth,195,1.8,WRB513,01:15,
Middlesbrough,Nottingham,299,5.3,PAL607,20:41,"Newport, Bournemouth, Dundee, Inverness, Coventry"
Middlesbrough,Brighton,88,2.5,HXD338,16:49,
Middlesbrough,Leicester,416,5.4,SIR112,02:45,"Exeter, Basildon, Manchester, Newcastle, Swansea"
Middlesbrough,Oxford,496,5.6,URF665,21:35,"Cambridge, Rotherham, Newcastle, Luton"
Middlesbrough,Cambridge,233,3.0,APK693,20:17,"Belfast, Liverpool, Derry, Portsmouth"
Middlesbrough,York,73,1.5,SMY654,03:35,"Reading, Southampton, Oxford, Newcastle"
Middlesbrough,Aberdeen,154,1.8,OLG138,16:04,
Middlesbrough,Dundee,449,2.5,BHS316,02:31,"Edinburgh, Newport, Inverness"
Middlesbrough,Inverness,260,1.7,DCX277,23:36,"Coventry, Southampton, Nottingham, Bedford"
Middlesbrough,Exeter,410,1.2,ZJG103,16:10,
Middlesbrough,Plymouth,452,4.2,MBP662,09:22,"Derry, Leeds, Swansea, Chelmsford"
Middlesbrough,Swansea,428,2.1,DKN707,09:49,"Swansea, Bedford"
Middlesbrough,Newport,289,0.8,HTU142,02:50,"Aberdeen, Cambridge, Nottingham, Woking, Stoke-on-Trent"
Middlesbrough,Coventry,479,2.8,BIG685,08:51,"Derry, Swansea, London, Belfast, Peterborough"
Middlesbrough,Stoke-on-Trent,482,5.1,WEC798,21:56,
Middlesbrough,Wolverhampton,175,3.3,WWK906,23:57,"Bedford, Brighton, Leicester, Wolverhampton"
Middlesbrough,Derby,128,4.9,AAV397,00:01,Exeter
Middlesbrough,Norwich,421,3.9,TIX264,15:16,"Cambridge, Huddersfield, Cardiff, Peterborough, Belfast"
Middlesbrough,Blackpool,161,3.2,SHO159,13:20,Plymouth
Middlesbrough,Bournemouth,112,3.7,ROC931,23:45,Belfast
Middlesbrough,Luton,121,4.9,GVN253,17:53,"Chelmsford, Norwich, Stoke-on-Trent, Newport"
Middlesbrough,Reading,101,1.8,CWY590,20:22,"Edinburgh, Stoke-on-Trent"
Middlesbrough,Warrington,416,3.1,BBS777,06:18,"Cambridge, Reading, York, Middlesbrough"
Middlesbrough,Peterborough,245,1.2,DXU873,06:11,"Newport, Oxford, Swansea, Rotherham"
Middlesbrough,Huddersfield,328,5.4,TRR371,14:00,"Inverness, Peterborough, Swansea"
Middlesbrough,Slough,421,0.7,BSG145,03:03,
Middlesbrough,Basildon,321,5.6,DLV242,10:14,"Coventry, Cardiff, Luton, Bedford, London"
Middlesbrough,Chelmsford,56,0.9,IEH908,08:24,Aberdeen
Middlesbrough,Colchester,406,0.6,ULO195,10:38,"Wolverhampton, Portsmouth, Belfast, Rotherham"
Middlesbrough,Derry,422,4.3,YBP378,11:31,
Middlesbrough,Woking,129,5.1,DOI811,12:14,"Edinburgh, Liverpool, Stoke-on-Trent, Luton, Inverness"
Middlesbrough,Rotherham,316,1.9,AIA623,10:51,Reading
Middlesbrough,Bedford,162,5.4,PWI541,22:37,"Stoke-on-Trent, Leeds"
Bournemouth,London,497,4.3,HUX627,08:06,"Portsmouth, Woking, Luton, Newcastle, Norwich"
Bournemouth,Manchester,455,2.7,IMW534,15:34,
Bournemouth,Birmingham,386,3.7,JVW567,21:56,"Portsmouth, Southampton, Rotherham, Derry, Sheffield"
Bournemouth,Liverpool,210,4.3,PKZ616,04:50,
Bournemouth,Leeds,283,5.6,NQD430,09:44,
Bournemouth,Sheffield,267,5.0,NNM336,23:23,Sheffield
Bournemouth,Bristol,378,2.4,KEP722,06:33,"Middlesbrough, York"
Bournemouth,Glasgow,240,2.9,ABC664,14:24,"Liverpool, Rotherham"
Bournemouth,Edinburgh,415,4.8,KQT201,14:15,"London, Colchester, Huddersfield, Peterborough"
Bournemouth,Cardiff,391,1.6,PMD519,22:03,"Leicester, Wolverhampton, Woking, Peterborough, Nottingham"
Bournemouth,Belfast,269,3.2,XXG706,19:44,
Bournemouth,Newcastle,247,3.2,XUZ272,17:43,"Dundee, Leicester, Edinburgh, York"
Bournemouth,Southampton,165,3.3,COS834,08:03,"Cambridge, Inverness, Birmingham"
Bournemouth,Portsmouth,254,4.7,IMD222,17:05,
Bournemouth,Nottingham,455,4.5,ASN423,17:18,
Bournemouth,Brighton,67,3.1,MCJ477,12:36,"Colchester, Sheffield, Derby, Edinburgh"
Bournemouth,Leicester,193,1.0,KRR308,00:44,"Rotherham, Derry, Inverness, Woking"
Bournemouth,Oxford,191,1.4,PHE382,14:11,London
Bournemouth,Cambridge,468,0.6,NDY283,11:15,"Coventry, York"
Bournemouth,York,378,5.0,GKW485,20:59,"Plymouth, Cardiff"
Bournemouth,Aberdeen,61,5.5,ODI335,04:46,"Manchester, Birmingham, Plymouth, Chelmsford, Exeter"
Bournemouth,Dundee,398,0.8,YVY275,15:08,"Coventry, Chelmsford, Manchester"
Bournemouth,Inverness,467,0.9,XBM794,21:11,Newcastle
Bournemouth,Exeter,329,0.7,AZG860,12:10,
Bournemouth,Plymouth,433,2.7,LCR847,14:26,"Newcastle, Portsmouth, Inverness"
Bournemouth,Swansea,302,1.7,THL177,16:51,"Coventry, Aberdeen, York, Inverness"
Bournemouth,Newport,146,1.1,TBX876,15:20,
Bournemouth,Coventry,78,5.4,KDV466,08:55,"Cardiff, Manchester"
Bournemouth,Stoke-on-Trent,349,1.5,TRA295,01:51,"Warrington, Liverpool"
Bournemouth,Wolverhampton,69,1.0,QOO555,14:14,"Wolverhampton, Bristol, London, York, Liverpool"
Bournemouth,Derby,54,3.0,RUS133,01:42,"Woking, Southampton, York"
Bournemouth,Norwich,347,5.7,KEB345,21:43,"London, Plymouth"
Bournemouth,Blackpool,355,2.1,XJS711,16:14,Belfast
Bournemouth,Middlesbrough,232,3.2,MZL505,02:04,"Derby, Belfast, York, Cambridge"
Bournemouth,Luton,308,2.8,UBA304,22:23,Nottingham
Bournemouth,Reading,58,4.8,QHU723,04:46,"Middlesbrough, Sheffield, Glasgow, Chelmsford, Huddersfield"
Bournemouth,Warrington,473,4.3,XHM284,20:11,Peterborough
Bournemouth,Peterborough,304,4.7,DOL977,09:34,"Middlesbrough, York, Bournemouth, Warrington"
Bournemouth,Huddersfield,192,5.2,OZG852,17:51,Belfast
Bournemouth,Slough,466,1.9,PBQ719,02:40,"Colchester, Slough, Edinburgh"
Bournemouth,Basildon,231,1.4,VNL684,10:32,"York, Middlesbrough, Colchester"
Bournemouth,Chelmsford,143,1.2,SFI870,08:47,"Reading, Portsmouth, Warrington"
Bournemouth,Colchester,170,5.6,ASF959,13:00,"London, Huddersfield, Rotherham"
Bournemouth,Derry,489,4.8,NPH530,06:05,"Slough, Huddersfield"
Bournemouth,Woking,197,5.4,GPV670,02:18,"Southampton, Chelmsford, London"
Bournemouth,Rotherham,493,1.8,FOJ833,20:52,"Bournemouth, Woking, Dundee"
Bournemouth,Bedford,466,2.1,OVT225,15:01,"Nottingham, Dundee, Slough, Newcastle, Plymouth"
Luton,London,186,1.2,JQR396,03:51,"Norwich, Rotherham, Stoke-on-Trent, Newport, Newcastle"
Luton,Manchester,332,3.9,UHV493,18:23,"Wolverhampton, Exeter, Chelmsford, Plymouth"
Luton,Birmingham,462,4.5,YOQ729,01:07,"Dundee, Woking, Bournemouth, York, Cambridge"
Luton,Liverpool,104,1.4,LZO845,19:21,Peterborough
Luton,Leeds,485,5.0,WZS640,16:53,
Luton,Sheffield,335,4.5,FON474,22:54,"Blackpool, Plymouth, Slough, Birmingham, Woking"
Luton,Bristol,377,4.6,KTS922,20:33,Woking
Luton,Glasgow,111,5.8,BMB903,11:03,"Cardiff, Blackpool, Newport, Coventry"
Luton,Edinburgh,441,4.1,LHE557,18:29,
Luton,Cardiff,102,2.1,PAG234,10:42,
Luton,Belfast,105,1.7,HDU460,17:44,Oxford
Luton,Newcastle,138,2.3,OVT769,07:33,"Newport, Norwich"
Luton,Southampton,110,5.3,VZI850,19:28,"London, Slough, Chelmsford, Luton"
Luton,Portsmouth,166,5.1,LHP895,03:18,"Leeds, Newcastle, Warrington, Manchester"
Luton,Nottingham,242,1.6,NNU502,04:49,Bristol
Luton,Brighton,86,1.4,ZDC949,15:16,"Slough, Huddersfield, Blackpool"
Luton,Leicester,173,4.3,JCL708,20:55,Norwich
Luton,Oxford,177,5.5,VIA252,02:15,Manchester
Luton,Cambridge,57,2.9,PYH114,06:22,"Colchester, Middlesbrough, Bournemouth"
Luton,York,185,2.4,GXL236,23:21,"Manchester, Dundee, Luton"
Luton,Aberdeen,475,3.4,GMS326,05:42,"York, Slough"
Luton,Dundee,120,5.9,RHP729,09:35,
Luton,Inverness,325,0.7,HII496,04:25,
Luton,Exeter,338,5.7,YWC574,15:28,"Derry, Woking, Bournemouth, Dundee, Aberdeen"
Luton,Plymouth,272,3.9,DQT183,17:38,"Southampton, Derby"
Luton,Swansea,224,3.2,DLZ374,10:54,"Chelmsford, Liverpool, Edinburgh, Nottingham"
Luton,Newport,434,0.7,AKV355,18:49,
Luton,Coventry,257,0.8,OMJ449,01:56,"Sheffield, Derby, Leeds, Cambridge, Dundee"
Luton,Stoke-on-Trent,149,2.6,BFT683,12:35,Cambridge
Luton,Wolverhampton,443,2.0,WYZ591,01:32,
Luton,Derby,165,2.2,WDD141,15:49,"Cardiff, York, Manchester, Luton, London"
Luton,Norwich,128,2.4,KTE737,12:11,Colchester
Luton,Blackpool,418,3.2,GHF183,02:35,Manchester
Luton,Middlesbrough,68,2.2,LPC468,14:47,"Portsmouth, Leicester, Manchester"
Luton,Bournemouth,416,5.1,QQD405,22:06,"Birmingham, Blackpool"
Luton,Reading,216,0.8,QRK721,08:46,Newcastle
Luton,Warrington,224,5.7,OGR584,08:05,"Sheffield, Edinburgh, Newcastle, Brighton"
Luton,Peterborough,160,1.4,QTG860,21:56,
Luton,Huddersfield,469,5.1,KOS565,03:03,Warrington
Luton,Slough,327,5.6,FPR343,09:44,
Luton,Basildon,463,0.6,QDM856,01:44,"London, Bournemouth, Birmingham, Blackpool, Luton"
Luton,Chelmsford,280,4.8,ZAD900,08:26,"Wolverhampton, Huddersfield, Woking, Peterborough"
Luton,Colchester,178,2.3,SUA585,01:28,"Woking, Rotherham, Middlesbrough, Newcastle, Aberdeen"
Luton,Derry,84,5.7,AGP728,19:34,
Luton,Woking,400,4.8,AOQ717,13:02,"Derby, Basildon, Liverpool"
Luton,Rotherham,269,1.3,CEB820,01:58,"Sheffield, Cambridge"
Luton,Bedford,457,1.6,EXY782,12:32,"Plymouth, Leeds, Luton"
Reading,London,205,0.9,SVB421,03:14,"Warrington, Derry, Southampton, Manchester, Nottingham"
Reading,Manchester,119,5.0,KJE665,15:35,"Bedford, Leicester, Birmingham, Brighton, Huddersfield"
Reading,Birmingham,102,4.8,NST738,01:59,
Reading,Liverpool,54,4.5,ICZ636,18:07,"Derby, Portsmouth"
Reading,Leeds,442,3.0,MEU736,22:06,"Woking, Bournemouth, Exeter, Dundee, Coventry"
Reading,Sheffield,129,2.9,RHS247,09:55,"Leicester, Colchester, Southampton"
Reading,Bristol,420,5.1,NAM479,10:04,"Peterborough, Leicester, Cambridge, Sheffield"
Reading,Glasgow,322,3.6,BPX753,04:26,"Basildon, Norwich, Glasgow, Middlesbrough, Warrington"
Reading,Edinburgh,194,4.6,KDU107,02:31,"Wolverhampton, Warrington, Bedford"
Reading,Cardiff,396,4.4,CSL370,00:45,Reading
Reading,Belfast,323,0.6,YIA930,06:55,
